NODE OR WAY|QUESTION|ID|KEY|KEY_VALUE|TAG|TAG_VALUE|VERIFIED|SCORE|TAGANSWER|VALIDATING|ANSWERS|ICON|VERSION
WAY|Posso andare in bicicletta per questa strada?|25150307|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|9
WAY|Posso andare in bicicletta per questa strada?|25150309|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|25150310|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|25150311|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|25151190|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|25151192|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|13
WAY|Posso andare in bicicletta per questa strada?|25151194|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|17
WAY|Posso andare in bicicletta per questa strada?|25151196|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|12
WAY|Posso andare in bicicletta per questa strada?|25151198|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|25152033|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|25211723|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|10
WAY|Posso andare in bicicletta per questa strada?|25298050|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|25426297|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|10
WAY|Posso andare in bicicletta per questa strada?|25426299|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|25426301|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|25426302|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|25426303|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|25454426|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|25454428|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|25454678|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|25454680|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|25454681|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|25454682|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|25455190|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|25455222|highway|steps|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|25485089|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|25485090|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|25485096|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|25485177|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|25485178|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|25485179|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|25485180|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|25485181|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|25485228|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|25485383|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|25485389|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|25554664|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|9
WAY|Posso andare in bicicletta per questa strada?|25554966|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|25554967|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|25555078|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|25555344|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|21
WAY|Posso andare in bicicletta per questa strada?|25607010|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|25610908|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26137669|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|13
WAY|Posso andare in bicicletta per questa strada?|26438559|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|17
WAY|Posso andare in bicicletta per questa strada?|26438579|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|12
WAY|Posso andare in bicicletta per questa strada?|26438594|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|26768837|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|26769363|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26769364|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26769365|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|15
WAY|Posso andare in bicicletta per questa strada?|26769367|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|10
WAY|Posso andare in bicicletta per questa strada?|26769368|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26769369|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|26769371|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|26769374|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26771879|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26771880|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|26771911|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|26772026|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|26772027|highway|secondary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|13
WAY|Posso andare in bicicletta per questa strada?|26772030|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26772519|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|11
WAY|Posso andare in bicicletta per questa strada?|26772521|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|11
WAY|Posso andare in bicicletta per questa strada?|26772522|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|17
WAY|Posso andare in bicicletta per questa strada?|26772523|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26773244|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|11
WAY|Posso andare in bicicletta per questa strada?|26773246|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|26773247|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|14
WAY|Posso andare in bicicletta per questa strada?|26773249|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|9
WAY|Posso andare in bicicletta per questa strada?|26773251|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|26773252|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|26773253|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26773288|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|26773363|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26773364|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26773368|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|9
WAY|Posso andare in bicicletta per questa strada?|26773669|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|27
WAY|Posso andare in bicicletta per questa strada?|26773670|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|26773672|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|26773673|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|26773675|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|26773676|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|26773705|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|9
WAY|Posso andare in bicicletta per questa strada?|26773785|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|26774121|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|26774122|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|26774123|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|26788499|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26788501|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26788502|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26788503|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26788504|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|26788505|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|26788506|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|26788507|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|26788515|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26788516|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26788523|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26788535|highway|tertiary|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|26788597|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|E' vero che posso andare in bicicletta per questa strada?|26788598|highway|unclassified|bicycle|yes|NO|1.0|bicycle|yes|None|pedal_bike|12
WAY|Di che superficie è fatta questa strada?|26788598|highway|unclassified|surface|NONE|NO|3.0|surface|no|asphalt,unpaved,paved,ground,concrete,paving_stones,gravel,dirt,grass,compacted,sand,sett|edit_road|12
WAY|La strada delle biciclette è separata da quella dei pedoni?|26788598|highway|unclassified|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|12
WAY|E' una strada a senso unico?|26788598|highway|unclassified|oneway|NONE|NO|2.0|oneway|no|si,no|arrow_upward|12
WAY|Quale è la velocità massima?|26788598|highway|unclassified|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|12
WAY|Quante panchine sono presenti in questa strada?|26788598|highway|unclassified|NONE|NONE|NO|5.0|None|no|number|chair|12
WAY|Posso andare in bicicletta per questa strada?|26788600|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|26788601|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|26788602|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|26788608|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26788631|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|26788634|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|26788635|highway|service|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|2
WAY|Posso andare in bicicletta per questa strada?|26788848|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|26788851|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|26788853|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|26789067|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|26789068|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|26789069|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|26789071|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|26789155|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26789156|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|26789528|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|26790735|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|12
WAY|Posso andare in bicicletta per questa strada?|26790736|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|26790737|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|26790738|highway|track|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|26790739|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|Posso andare in bicicletta per questa strada?|26790882|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|5
WAY|La strada delle biciclette è separata da quella dei pedoni?|26790883|cycleway|no|segregated|NONE|NO|2.0|segregated|no|si,no|safety_divider|3
WAY|Quale è la velocità massima?|26790883|cycleway|no|maxspeed|NONE|NO|2.0|maxspeed|no|number|speed|3
WAY|Posso andare in bicicletta per questa strada?|26790883|cycleway|no|bicycle|NONE|NO|2.0|bicycle|no|si,no|pedal_bike|3
WAY|Quante panchine sono presenti in questa strada?|26790883|cycleway|no|NONE|NONE|NO|3.0|None|no|number|chair|3
WAY|La ciclabile passa per un ponte?|26790883|cycleway|no|NONE|NONE|NO|1.0|bridge|no|si,no|radio_button_checked|3
WAY|Posso andare in bicicletta per questa strada?|26790884|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|27134982|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|27134984|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|27134985|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|7
WAY|Posso andare in bicicletta per questa strada?|27134986|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|4
WAY|Posso andare in bicicletta per questa strada?|28920843|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|28920844|highway|unclassified|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|1
WAY|Posso andare in bicicletta per questa strada?|28920845|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|28920847|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|28920848|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
WAY|Posso andare in bicicletta per questa strada?|28920849|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|10
WAY|Posso andare in bicicletta per questa strada?|28920854|highway|residential|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|8
WAY|Posso andare in bicicletta per questa strada?|28920967|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|6
WAY|Posso andare in bicicletta per questa strada?|28920969|highway|pedestrian|NONE|NONE|NO|1.0|bicycle|no|si,no|pedal_bike|3
